,Unnamed: 0,Unnamed: 0.1,Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,index,level_0,totalSeasons,Worldwide,Domestic,% Domestic,Foreign,% Foreign
0,,,Death Wish,"Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone",N/A,"$13,025,000 ","USA, Canada",5-Jun-18,Eli Roth,"Action, Crime, Drama, Thriller","English, Spanish",31,"Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.",https://m.media-amazon.com/images/M/MV5BMTkzNjU3MjE0MF5BMl5BanBnXkFtZTgwNTIyNDk0NDM@._V1_SX300.jpg,MGM,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",2-Mar-18,TRUE,107 min,movie,N/A,"Joe Carnahan (screenplay by), Brian Garfield (from the novel by), Wendell Mayes (based on the 1974 motion picture by)",2018,tt1137450,6.4,"54,499",,,,,,,,
0,,,Baywatch,"Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario",3 wins & 10 nominations.,"$58,009,442 ","UK, China, USA",29-Aug-17,Seth Gordon,"Action, Comedy, Crime","English, Spanish",37,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",https://m.media-amazon.com/images/M/MV5BNTA4MjQ0ODQzNF5BMl5BanBnXkFtZTgwNzA5NjYzMjI@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",25-May-17,TRUE,116 min,movie,N/A,"Michael Berk (based on the series ""Baywatch"" created by), Douglas Schwartz (based on the series ""Baywatch"" created by), Gregory J. Bonann (based on the series ""Baywatch"" created by), Jay Scherick (story by), David Ronn (story by), Thomas Lennon (story by), Robert Ben Garant (story by), Damian Shannon (screenplay by), Mark Swift (screenplay by)",2017,tt1469304,5.5,"145,026",,,,,,,,
0,,,When the Bough Breaks,"Morris Chestnut, Regina Hall, Romany Malco, Michael Kenneth Williams",1 nomination.,"$29,740,655 ",USA,27-Dec-16,Jon Cassar,"Crime, Drama, Horror, Mystery, Romance, Thriller",English,28,A surrogate mom for a couple becomes dangerously obsessed with the soon-to-be father.,https://m.media-amazon.com/images/M/MV5BMTc4MTk3Mzk4NV5BMl5BanBnXkFtZTgwMDgzNDUyOTE@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",9-Sep-16,TRUE,107 min,movie,N/A,"Jack Olsen (screenplay), Jack Olsen",2016,tt1389139,5.1,"5,008",,,,,,,,
0,,,White Boy Rick,"Matthew McConaughey, Richie Merritt, Bel Powley, Jennifer Jason Leigh",N/A,N/A,USA,25-Dec-18,Yann Demange,"Crime, Drama",English,59,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",https://m.media-amazon.com/images/M/MV5BNjQ5MzY4NjQ4Nl5BMl5BanBnXkFtZTgwMzc1NjU4NjM@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",14-Sep-18,TRUE,111 min,movie,N/A,"Andy Weiss, Logan Miller, Noah Miller",2018,tt4537896,6.4,"19,964",,,,,,,,
0,,,Max,"Thomas Haden Church, Josh Wiggins, Luke Kleintank, Lauren Graham",1 win & 1 nomination.,"$26,714,191 ",USA,27-Oct-15,Boaz Yakin,"Adventure, Drama, Family, War",English,47,A military dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.,https://m.media-amazon.com/images/M/MV5BMjA2Nzk0NzIyN15BMl5BanBnXkFtZTgwMjEyNTE5NDE@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",26-Jun-15,TRUE,111 min,movie,N/A,"Boaz Yakin, Sheldon Lettich",2015,tt3369806,6.7,"24,357",,,,,,,,
0,,,Masterminds,"Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball",1 nomination.,"$17,356,894 ",USA,31-Jan-17,Jared Hess,"Comedy, Crime","English, Spanish",47,A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.,https://m.media-amazon.com/images/M/MV5BMTYzMTY5Mzg1Ml5BMl5BanBnXkFtZTgwNTUzODUwNjE@._V1_SX300.jpg,Relativity Media,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",30-Sep-16,TRUE,95 min,movie,N/A,"Chris Bowman (screenplay), Hubbel Palmer (screenplay), Emily Spivey (screenplay), Emily Spivey (story), Chris Bowman (story), Hubbel Palmer (story)",2016,tt2461150,5.8,"46,557",,,,,,,,
0,,,The Shack,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell",1 nomination.,"$57,330,873 ",USA,30-May-17,Stuart Hazeldine,"Drama, Fantasy",English,32,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",https://m.media-amazon.com/images/M/MV5BMjI3MDMxNzcxNl5BMl5BanBnXkFtZTgwODc4MzkwOTE@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",3-Mar-17,TRUE,132 min,movie,N/A,"John Fusco (screenplay by), Andrew Lanham (screenplay by), Destin Daniel Cretton (screenplay by), William P. Young (based on the book by), Wayne Jacobsen (in collaboration with), Brad Cummings (in collaboration with)",2017,tt2872518,6.3,"27,027",,,,,,,,
0,,,Risen,"Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis",N/A,N/A,USA,24-May-16,Kevin Reynolds,"Action, Drama, History, Mystery",English,51,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead.",https://m.media-amazon.com/images/M/MV5BMTAzNjQ1Mzk2MjNeQTJeQWpwZ15BbWU4MDU0MDk1Mjcx._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",19-Feb-16,TRUE,107 min,movie,N/A,"Kevin Reynolds (screenplay), Paul Aiello (screenplay), Paul Aiello (story)",2016,tt3231054,6.2,"23,167",,,,,,,,
0,,,The House with a Clock in Its Walls,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan",N/A,N/A,"USA, Canada, India",18-Dec-18,Eli Roth,"Comedy, Fantasy, Horror, Sci-Fi",English,57,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,https://m.media-amazon.com/images/M/MV5BMTk1MzM1ODEwOV5BMl5BanBnXkFtZTgwMTE0OTA4NTM@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",21-Sep-18,TRUE,105 min,movie,N/A,"John Bellairs (based on the novel by), Eric Kripke (screenplay by)",2018,tt2119543,6,"37,026",,,,,,,,
0,,,Cars 3,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion",20 nominations.,"$152,603,003 ",USA,7-Nov-17,Brian Fee,"Animation, Adventure, Comedy, Family, Sport",English,59,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,https://m.media-amazon.com/images/M/MV5BMTc0NzU2OTYyN15BMl5BanBnXkFtZTgwMTkwOTg2MTI@._V1_SX300.jpg,Walt Disney Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",16-Jun-17,TRUE,102 min,movie,N/A,"Brian Fee (original story by), Ben Queen (original story by), Eyal Podell (original story by), Jonathon E. Stewart (original story by), Kiel Murray (screenplay by), Bob Peterson (screenplay by), Mike Rich (screenplay by), Scott Morse (additional story material)",2017,tt3606752,6.7,"63,508",,,,,,,,
0,,,Super Troopers 2,"Seann William Scott, Clifton Collins Jr., Steve Lemme, Erik Stolhanske",N/A,N/A,USA,24-Jul-12,Jay Chandrasekhar,"Comedy, Crime, Mystery",English,41,"When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",https://m.media-amazon.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,SK Planet,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",20-Apr-18,TRUE,99 min,movie,N/A,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske",2018,tt0859635,6.1,"21,404",,,,,,,,
0,,,War Dogs,"Miles Teller, Steve Lantz, Gregg Weiner, David Packouz",Nominated for 1 Golden Globe. Another 2 nominations.,"$43,017,433 ","USA, Cambodia",22-Nov-16,Todd Phillips,"Biography, Comedy, Crime, Drama, War","English, Arabic, Albanian, Romanian",57,"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",19-Aug-16,TRUE,114 min,movie,N/A,"Stephen Chin (screenplay), Todd Phillips (screenplay), Jason Smilovic (screenplay), Guy Lawson (Rolling Stone article ""Arms and the Dudes"")",2016,tt2005151,7.1,"160,271",,,,,,,,
0,,,It Follows,"Bailey Spry, Carollette Phillips, Loren Bass, Keir Gilchrist",24 wins & 41 nominations.,"$10,705,259 ",USA,14-Jul-15,David Robert Mitchell,"Horror, Mystery, Thriller",English,83,A young woman is followed by an unknown supernatural force after a sexual encounter.,https://m.media-amazon.com/images/M/MV5BMmU0MjBlYzYtZWY0MC00MjliLWI3ZmUtMzhlZDVjMWVmYWY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Radius-TWC,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",13-Mar-15,TRUE,100 min,movie,N/A,David Robert Mitchell,2014,tt3235888,6.8,"189,965",,,,,,,,
0,,,Smallfoot,"Channing Tatum, James Corden, Zendaya, Common",N/A,N/A,USA,11-Dec-18,"Karey Kirkpatrick, Jason Reisig(co-director)","Animation, Adventure, Comedy, Family, Fantasy, Musical","English, Mandarin",60,"A Yeti is convinced that the elusive creatures known as ""humans"" really do exist.",https://m.media-amazon.com/images/M/MV5BNTVkYTZlZWItZTc0ZS00MTIzLThlNjItNmNkNDA5YzIwZGZjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",28-Sep-18,TRUE,96 min,movie,N/A,"Karey Kirkpatrick (screenplay by), Clare Sera (screenplay by), John Requa (screen story by), Glenn Ficarra (screen story by), Karey Kirkpatrick (screen story by), Sergio Pablos (based on the book ""Yeti Tracks"" by)",2018,tt6182908,6.6,"27,037",,,,,,,,
0,,,Southpaw,"Jake Gyllenhaal, Rachel McAdams, Forest Whitaker, Oona Laurence",10 nominations.,"$42,373,328 ","Hong Kong, USA",27-Oct-15,Antoine Fuqua,"Drama, Sport",English,57,"A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",https://m.media-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",24-Jul-15,TRUE,124 min,movie,N/A,Kurt Sutter,2015,tt1798684,7.4,"204,022",,,,,,,,
0,,,The Prison,"Rae-won Kim, Suk-kyu Han, Kyeong-yeong Lee, Seong-gyoon Kim",1 win & 2 nominations.,"$207,167 ",South Korea,N/A,Hyeon Na,"Action, Crime",Korean,N/A,A troubled ex-cop is imprisoned for a hit-and-run accident. He discovers that the entire penitentiary is controlled by an inmate who has been running a crime syndicate with the help of the warden and guards which provides them 100% alibi.,https://m.media-amazon.com/images/M/MV5BODc1NWY2NTMtNWQ3MC00YWQ2LWEwNzEtYmI2YmY0OGZjMDIxXkEyXkFqcGdeQXVyNDIwOTAzMDM@._V1_SX300.jpg,Well Go USA Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",31-Mar-17,TRUE,125 min,movie,N/A,Hyeon Na,2017,tt6589464,6.5,"1,296",,,,,,,,
0,,,Tully,"Charlize Theron, Mackenzie Davis, Ron Livingston, Asher Miles Fallica",1 nomination.,N/A,"USA, Canada",31-Jul-18,Jason Reitman,"Comedy, Drama, Mystery",English,75,A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.,https://m.media-amazon.com/images/M/MV5BMTU0OTM4NTMyMF5BMl5BanBnXkFtZTgwNDA5MzUwNTM@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",4-May-18,TRUE,95 min,movie,N/A,Diablo Cody,2018,tt5610554,7,"44,634",,,,,,,,
0,,,Free Solo,"Alex Honnold, Tommy Caldwell, Jimmy Chin, Cheyne Lempe",N/A,N/A,USA,12-Feb-19,"Jimmy Chin, Elizabeth Chai Vasarhelyi","Documentary, Adventure, Sport",English,83,Alex Honnold attempts to become the first person to ever free solo climb El Capitan.,https://m.media-amazon.com/images/M/MV5BMjMwYjcwNWQtNTQ5YS00MzVlLTkxYzMtNDIwZWIxZTE4Zjg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Greenwich Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",14-Dec-18,TRUE,100 min,movie,N/A,N/A,2018,tt7775622,8.2,"39,660",,,,,,,,
0,,,The First Purge,"Y'lan Noel, Lex Scott Davis, Joivan Wade, Mugga",N/A,N/A,USA,18-Sep-18,Gerard McMurray,"Action, Horror, Sci-Fi, Thriller","English, French, Spanish",54,"America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.",https://m.media-amazon.com/images/M/MV5BYmVjMWJhMTYtMzUxMC00ODdhLTk3YzMtZDFhNGUyOGFhYTY0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",4-Jul-18,TRUE,98 min,movie,N/A,James DeMonaco,2018,tt6133466,5.1,"45,566",,,,,,,,
0,,,Unfriended,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig",3 wins & 6 nominations.,"$31,354,666 ","USA, Russia",11-Aug-15,Levan Gabriadze,"Horror, Mystery, Thriller",English,59,"A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",https://m.media-amazon.com/images/M/MV5BMzdlNWI2MjYtMWY3ZC00N2EzLWIzNTgtZDY2NGI4OTY3Yzc5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",17-Apr-15,TRUE,83 min,movie,N/A,Nelson Greaves,2014,tt3713166,5.5,"63,364",,,,,,,,
0,,,Ghost in the Shell,"Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche",2 wins & 6 nominations.,"$40,533,014 ","USA, India, Hong Kong, China, UK",25-Jul-17,Rupert Sanders,"Action, Drama, Sci-Fi, Thriller","English, Japanese",52,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",https://m.media-amazon.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",31-Mar-17,TRUE,107 min,movie,N/A,"Shirow Masamune (based on the comic ""The Ghost in the Shell"" by), Jamie Moss (screenplay by), William Wheeler (screenplay by), Ehren Kruger (screenplay by)",2017,tt1219827,6.3,"181,970",,,,,,,,
0,,,If Beale Street Could Talk,"KiKi Layne, Stephan James, Regina King, Teyonah Parris",N/A,N/A,USA,N/A,Barry Jenkins,"Drama, Romance","English, Spanish",87,A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,https://m.media-amazon.com/images/M/MV5BZWVkMzY5NzgtMTdlNS00NjY5LThjOTktZWFkNDU3NmQzMDIwXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_SX300.jpg,Annapurna Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",25-Dec-18,TRUE,119 min,movie,N/A,"Barry Jenkins (written for the screen by), James Baldwin (based on the book by)",2018,tt7125860,7.2,"30,867",,,,,,,,
0,,,Long Day's Journey Into Night,"Katharine Hepburn, Ralph Richardson, Jason Robards, Dean Stockwell",Nominated for 1 Oscar. Another 5 wins & 4 nominations.,N/A,USA,30-Oct-12,Sidney Lumet,Drama,English,N/A,"Over the course of one day in August 1912, the family of retired actor James Tyrone grapples with the morphine addiction of his wife Mary, the illness of their youngest son Edmund and the ...",https://m.media-amazon.com/images/M/MV5BODNiMjdmYzYtYjQwOC00NWE5LTk5NzktZDUwM2UwNDY4MmM4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,Republic Pictures Home Video,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",27-Nov-63,TRUE,174 min,movie,N/A,Eugene O'Neill (play),1962,tt0056196,7.7,"4,068",,,,,,,,
0,,,A Walk in the Woods,"Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",1 nomination.,"$19,189,413 ",USA,29-Dec-15,Ken Kwapis,"Adventure, Biography, Comedy, Drama",English,51,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",https://m.media-amazon.com/images/M/MV5BMTU2MTkwMzM0NF5BMl5BanBnXkFtZTgwMjA0NDA4NTE@._V1_SX300.jpg,Broad Green Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",2-Sep-15,TRUE,104 min,movie,N/A,"Michael Arndt (screenplay), Bill Holderman (screenplay), Bill Bryson (book)",2015,tt1178665,6.3,"22,453",,,,,,,,
0,,,The Greatest Showman,"Hugh Jackman, Michelle Williams, Zac Efron, Zendaya",Nominated for 1 Oscar. Another 7 wins & 19 nominations.,"$164,616,443 ",USA,10-Apr-18,Michael Gracey,"Biography, Drama, Musical",English,48,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,https://m.media-amazon.com/images/M/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",20-Dec-17,TRUE,105 min,movie,N/A,"Jenny Bicks (screenplay by), Bill Condon (screenplay by), Jenny Bicks (story by)",2017,tt1485796,7.6,"207,919",,,,,,,,
0,,,Julieta,"Emma Suárez, Adriana Ugarte, Daniel Grao, Inma Cuesta",Nominated for 1 BAFTA Film Award. Another 13 wins & 56 nominations.,"$1,489,848 ",Spain,21-Mar-17,Pedro Almodóvar,"Drama, Mystery, Romance",Spanish,73,"After a casual encounter, a brokenhearted woman decides to confront her life and the most important events about her stranded daughter.",https://m.media-amazon.com/images/M/MV5BZjI3ZTdmNjMtMTI5My00M2EyLTg5YmItMDAwODU4ZWYyYjFhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,El Deseo,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",21-Dec-16,TRUE,99 min,movie,N/A,"Pedro Almodóvar, Alice Munro (basado en ""Destino"",  ""Pronto"" y ""Silencio"" de)",2016,tt4326444,7.1,"25,926",,,,,,,,
0,,,T2 Trainspotting,"Ewan McGregor, Logan Gillies, Ben Skelton, Aiden Haggarty",6 wins & 5 nominations.,"$2,395,410 ",UK,27-Jun-17,Danny Boyle,Drama,"English, Bulgarian, Scots",67,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.",https://m.media-amazon.com/images/M/MV5BMjI0MTE1ODkzMl5BMl5BanBnXkFtZTgwMTQ1MTg5MDI@._V1_SX300.jpg,TriStar Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",31-Mar-17,TRUE,117 min,movie,N/A,"John Hodge, Irvine Welsh (based on the books Porno and Trainspotting by)",2017,tt2763304,7.2,"101,546",,,,,,,,
0,,,Woman in Gold,"Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",6 nominations.,N/A,UK,7-Jul-15,Simon Curtis,"Biography, Drama, History","English, German, Hebrew",51,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",https://m.media-amazon.com/images/M/MV5BMTExMTUxNDQ5MjdeQTJeQWpwZ15BbWU4MDk4NTgxMzQx._V1_SX300.jpg,The Weinstein Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",10-Apr-15,TRUE,109 min,movie,N/A,"Alexi Kaye Campbell, E. Randol Schoenberg (life story), Maria Altmann (life story)",2015,tt2404425,7.3,"49,602",,,,,,,,
0,,,Dragon Blade,"Jackie Chan, John Cusack, Adrien Brody, Si Won Choi",2 wins & 1 nomination.,"$72,413 ","China, Hong Kong",22-Dec-15,Daniel Lee,"Action, Adventure, Drama, Fantasy, History","Mandarin, English, Latin",41,"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends.",https://m.media-amazon.com/images/M/MV5BMTk0MjgxOTQ5MF5BMl5BanBnXkFtZTgwODA3NTUwNjE@._V1_SX300.jpg,Lionsgate Premiere,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",4-Sep-15,TRUE,127 min,movie,N/A,Daniel Lee,2015,tt3672840,6,"17,124",,,,,,,,
0,,,Love the Coopers,"Steve Martin, Diane Keaton, John Goodman, Ed Helms",2 nominations.,N/A,USA,9-Feb-16,Jessie Nelson,"Comedy, Fantasy, Romance",English,31,The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve.,https://m.media-amazon.com/images/M/MV5BMjE4NTkyODk4NF5BMl5BanBnXkFtZTgwNjY0NzkxNzE@._V1_SX300.jpg,Groundswell,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",13-Nov-15,TRUE,107 min,movie,N/A,Steven Rogers (screenplay),2015,tt2279339,5.8,"18,267",,,,,,,,
0,,,Mortal Engines,"Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae",N/A,N/A,"USA, New Zealand",19-Feb-19,Christian Rivers,"Action, Adventure, Fantasy, Sci-Fi, Thriller",English,44,"In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.",https://m.media-amazon.com/images/M/MV5BNzY1MDA2OTQ0N15BMl5BanBnXkFtZTgwMTkzNjU2NTM@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",14-Dec-18,TRUE,128 min,movie,N/A,"Fran Walsh (screenplay by), Philippa Boyens (screenplay by), Peter Jackson (screenplay by), Philip Reeve (based on the book by)",2018,tt1571234,6.1,"84,594",,,,,,,,
